id,departure_timestamp,arrival_timestamp,duration,from_id,to_id,from_country,to_country
8088,1699344600,1699355760,11160,95586,30222,HR,HR
38337,1699069620,1699101720,32100,187539,119862,TR,TR
46561,1700836080,1700869380,33300,108898,73580,TR,TR
31476,1700231640,1700265900,34260,135863,183372,TR,TR
42248,1699159860,1699194420,34560,127426,39338,TR,TR
90054,1700007240,1700011800,4560,42171,140567,NL,NL
161348,1699538280,1699573320,35040,90739,57883,TR,TR
184573,1700206140,1700209740,3600,11479,4549,NL,NL
38372,1699327560,1699361400,33840,149301,33880,TR,TR
130389,1699458240,1699479900,21660,78769,127280,RO,RO
175907,1699899180,1699911960,12780,115793,152068,US,US
146724,1699086660,1699116180,29520,165493,7461,TR,TR
2175,1698818760,1698822840,4080,171227,198358,GB,GB
142488,1699019700,1699023300,3600,23341,116955,GB,GB
146976,1700186220,1700202780,16560,122090,107336,RS,RS
192263,1699613100,1699616700,3600,132229,80890,GB,GB
119201,1699186380,1699208520,22140,99935,40806,BR,BR
81769,1700459820,1700464680,4860,35357,10053,NL,GB
93473,1699902720,1699906980,4260,12379,171034,GB,GB
177398,1700488860,1700523600,34740,198021,129556,TR,TR
189350,1699301520,1699335600,34080,84919,184650,TR,TR
104129,1700710020,1700715840,5820,73802,6897,GB,GB
144241,1700041140,1700071980,30840,33432,165421,TR,TR
185863,1698801840,1698811920,10080,116745,79231,HR,HR
94070,1699413780,1699419000,5220,197873,96967,GB,GB
37589,1700505780,1700509380,3600,86863,116111,NL,NL
110005,1699995000,1700008620,13620,66448,74679,IT,IT
147950,1698909180,1698921660,12480,90853,99742,HR,HR
103296,1700334060,1700347800,13740,71477,37548,IT,IT
52835,1699367640,1699397400,29760,46921,12632,TR,TR
113243,1700187900,1700197740,9840,99739,167288,IT,IT
167422,1700410560,1700445240,34680,55330,189801,TR,TR
55149,1699588440,1699618140,29700,145625,151245,TR,TR
146293,1699523280,1699526880,3600,176918,84176,GB,GB
97317,1699585800,1699615260,29460,79304,16739,TR,TR
72098,1700713740,1700728500,14760,65845,113083,AT,BG
25156,1699907700,1699941360,33660,21625,18753,TR,TR
198780,1699527480,1699549440,21960,83933,163188,DE,DE
197397,1698870960,1698904680,33720,194932,113300,TR,TR
157163,1699474860,1699491180,16320,172626,69958,CZ,DK
165487,1699280580,1699312500,31920,135880,45571,TR,TR
139614,1699089720,1699102200,12480,90859,14263,ES,ES
146933,1699056780,1699086900,30120,185971,95492,TR,TR
105035,1700047440,1700079660,32220,67427,62105,TR,TR
100849,1700466900,1700502360,35460,117410,11886,TR,TR
120731,1700464260,1700486460,22200,119940,79066,PL,PL
189519,1698940740,1698972780,32040,186015,116999,TR,TR
141530,1699088880,1699121400,32520,149949,162519,MX,MX
186765,1699601940,1699611840,9900,183493,112771,IT,IT
4052,1700846340,1700882100,35760,67911,39670,TR,TR
73725,1700259300,1700262900,3600,52141,51369,NL,NL
1231,1699645140,1699678140,33000,155172,142766,TR,TR
167170,1699177860,1699188840,10980,112720,39759,HR,HR
162732,1699944660,1699975980,31320,13427,126493,TR,TR
171788,1699007280,1699021440,14160,158683,105225,US,US
144598,1699957080,1699970640,13560,56778,100005,US,US
18489,1699582920,1699593420,10500,42454,131816,HR,BA
85605,1699498200,1699530000,31800,47764,57553,TR,TR
180023,1699539900,1699557420,17520,193199,15900,CZ,CZ
2704,1699558440,1699569240,10800,111851,37338,IT,IT
104816,1699480860,1699489620,8760,99375,67490,IT,IT
143307,1699596120,1699626240,30120,181013,87767,TR,TR
136477,1700223960,1700252880,28920,30574,174970,TR,TR
28919,1700085240,1700120760,35520,72015,105984,MX,MX
63776,1700325120,1700337660,12540,28162,55146,IT,IT
39099,1700404200,1700409600,5400,131809,28667,GB,GB
160905,1700754480,1700761500,7020,100151,132403,AD,ES
167802,1699308900,1699342200,33300,179497,56978,TR,TR
45483,1699909740,1699927380,17640,133818,53689,CZ,AT
57461,1699532100,1699543500,11400,140452,95341,IT,IT
116975,1699069980,1699103940,33960,174861,39514,TR,TR
167817,1700141100,1700145360,4260,48709,154103,GB,GB
5584,1699704960,1699739640,34680,26653,135240,TR,TR
148530,1700658120,1700670300,12180,172236,10086,US,US
75875,1700203920,1700216280,12360,37017,149133,US,US
183728,1700219520,1700252700,33180,168864,19057,TR,TR
107370,1699131900,1699162020,30120,85415,124795,TR,TR
14701,1699927920,1699934040,6120,119524,18869,NL,NL
10977,1700213940,1700236380,22440,152143,130571,DE,DE
21225,1699606440,1699610040,3600,176123,3042,GB,GB
187958,1698892260,1698924300,32040,49572,13854,TR,TR
145587,1699814760,1699824060,9300,18759,187150,IT,IT
195935,1700535360,1700562720,27360,189260,7063,DE,CZ
107822,1698906240,1698933720,27480,162673,52711,DE,BG
123309,1699826820,1699855560,28740,47708,106527,CH,DE
113209,1699252140,1699264740,12600,85759,188280,US,US
87846,1699476360,1699489440,13080,28149,35914,CZ,EE
105296,1698937380,1698976800,39420,4510,69817,MX,MX
193896,1699782600,1699818120,35520,65697,15089,TR,TR
110749,1699434720,1699470180,35460,127054,50775,MX,MX
77243,1699666020,1699696440,30420,119561,158790,TR,TR
103952,1699348380,1699375440,27060,98578,159429,RO,RO
94550,1700540760,1700555160,14400,74790,182239,US,US
89878,1699984500,1700017920,33420,63363,159839,TR,TR
46727,1698999420,1699028580,29160,6369,20965,TR,TR
155689,1700333340,1700336940,3600,178638,36321,GB,GB
123968,1700095260,1700128320,33060,135647,29060,TR,TR
20228,1700096760,1700101440,4680,166764,89546,GB,GB
28651,1698963900,1698973080,9180,132496,188299,ES,ES
83579,1700029500,1700053740,24240,166242,175045,DE,NL
21776,1699501980,1699531560,29580,10432,107997,TR,TR
86636,1699660200,1699694520,34320,61080,86631,TR,TR
189684,1698837720,1698873480,35760,44300,36711,TR,TR
1548,1700505240,1700509500,4260,192393,178366,GB,GB
133195,1699740300,1699753140,12840,169883,197796,US,US
79933,1700439300,1700461200,21900,43517,57139,DE,DE
171279,1699553820,1699557420,3600,142664,91537,GB,GB
177801,1700108220,1700141160,32940,101843,51518,TR,TR
29614,1699858320,1699863420,5100,166876,28065,GB,GB
159521,1699363080,1699392060,28980,199052,152216,TR,TR
57707,1700847600,1700878500,30900,110451,79124,TR,TR
68593,1700464200,1700472900,8700,131096,91119,IT,IT
199668,1699013280,1699027200,13920,115390,86198,ES,PT
175209,1699207740,1699247280,39540,65525,11257,MX,MX
13392,1699967160,1699974000,6840,125385,51755,GB,GB
164932,1700160600,1700164200,3600,60338,145298,GB,GB
6929,1699314420,1699318440,4020,18681,170866,GB,GB
37091,1699750860,1699786080,35220,11889,25520,TR,TR
47809,1700355420,1700387940,32520,52344,8547,TR,TR
113241,1699124340,1699137900,13560,919,46129,AT,AT
55500,1699278900,1699299780,20880,154219,44630,FR,FR
14725,1699770240,1699803360,33120,140529,168030,TR,TR
199388,1698973200,1698986280,13080,43651,67458,US,US
126424,1699354200,1699357800,3600,165874,188473,GB,GB
124819,1700818380,1700835000,16620,72570,53415,US,US
138758,1698829140,1698859260,30120,41954,23630,TR,TR
62794,1699851900,1699862460,10560,62695,77720,IT,IT
54728,1700216700,1700220300,3600,91229,71191,GB,GB
193601,1700777220,1700811540,34320,60909,28027,MX,MX
182287,1699643040,1699677000,33960,35465,81908,MK,RS
57834,1700232000,1700262120,30120,196536,40983,TR,TR
116563,1699659780,1699670400,10620,54708,128877,SK,SK
116607,1699284420,1699297560,13140,153768,74282,US,US
16944,1699707120,1699729560,22440,180554,175632,RO,RO
65680,1700519700,1700529180,9480,127117,78572,PT,PT
16416,1699437960,1699466940,28980,20436,26387,TR,TR
119193,1700473020,1700490240,17220,68827,132810,US,US
94333,1700350740,1700382900,32160,129517,69801,TR,TR
36600,1699410060,1699413660,3600,39502,120217,NL,NL
40633,1700406000,1700417460,11460,89657,70039,IT,HR
196957,1700224620,1700257620,33000,183492,138838,MX,MX
109098,1699690800,1699702320,11520,62782,13711,US,US
185218,1699894020,1699923540,29520,61885,198923,TR,TR
81850,1700101500,1700133900,32400,12520,118994,TR,TR
31659,1698854520,1698858120,3600,32566,100148,GB,GB
32335,1700130900,1700165160,34260,27145,9566,TR,TR
61298,1698833460,1698850140,16680,108766,175597,RS,RS
120888,1699839780,1699869600,29820,68119,95085,TR,TR
122176,1699917960,1699948620,30660,42942,197567,TR,TR
48115,1699113780,1699117380,3600,95132,126126,GB,GB
73858,1700214840,1700245020,30180,143533,72309,TR,TR
137646,1698894480,1698904740,10260,139429,94573,HR,HR
189654,1699043520,1699058100,14580,197367,94333,US,US
146719,1700009760,1700026800,17040,1123,29744,FR,FR
147138,1699678260,1699711500,33240,5945,154793,TR,TR
162879,1700341980,1700367300,25320,137210,170173,BA,BA
156789,1698840900,1698854460,13560,173114,159164,US,US
131299,1699448400,1699465800,17400,159253,48532,US,US
4363,1700409660,1700422020,12360,53429,195637,HR,DE
140104,1700255160,1700259360,4200,67612,100575,GB,GB
53424,1699572780,1699585080,12300,153553,138725,US,US
143253,1700006400,1700010000,3600,144377,194323,NL,NL
69559,1699502280,1699539660,37380,175765,139189,MX,MX
118774,1699135320,1699145760,10440,96453,65890,IT,IT
132444,1700429520,1700447400,17880,180881,137906,FR,FR
125026,1699874280,1699877880,3600,3110,134138,GB,GB
84168,1699023960,1699058100,34140,23486,45576,TR,TR
90502,1700612940,1700641500,28560,7746,40788,PL,PL
52217,1700622540,1700656440,33900,185296,154294,TR,TR
15567,1699562820,1699568940,6120,26927,8499,GB,GB
153035,1700748120,1700777700,29580,116235,125728,TR,TR
106254,1699100940,1699111860,10920,108218,133173,ES,ES
46811,1699471740,1699487640,15900,155173,187047,US,CA
62382,1698869040,1698876960,7920,78221,61969,IT,IT
57045,1700699640,1700730840,31200,44956,128757,TR,TR
150648,1700133360,1700167800,34440,161416,41447,TR,TR
47269,1700162400,1700166300,3900,139034,63897,GB,GB
51427,1699311960,1699341180,29220,135794,137309,TR,TR
149190,1700255940,1700268840,12900,51343,111452,US,US
30842,1699639140,1699647960,8820,180396,113949,IT,IT
181168,1698800640,1698831900,31260,70076,155950,TR,TR
93659,1699467240,1699486620,19380,111568,88097,FR,FR
148612,1700038560,1700052720,14160,70943,19644,US,US
110099,1700441280,1700453460,12180,18104,112406,IT,IT
166021,1699613520,1699646940,33420,42531,123096,TR,TR
175036,1700809740,1700843280,33540,134840,163333,TR,TR
94135,1699584540,1699605300,20760,110641,14798,FR,IT
186397,1699760580,1699764180,3600,138469,78578,GB,GB
7705,1699195920,1699209780,13860,62887,98212,US,US
173911,1699543140,1699569660,26520,74482,31488,RO,RO
35293,1699697760,1699729140,31380,178834,16524,TR,TR
82035,1699405440,1699435920,30480,166140,129159,TR,TR
54417,1698859980,1698892440,32460,161188,113407,TR,TR
85976,1699721220,1699740960,19740,197986,183567,FR,RS
153217,1699894980,1699909980,15000,47874,187794,US,US
105941,1699794000,1699797720,3720,134103,170715,NL,NL
84948,1699660080,1699671900,11820,186171,10479,CZ,CZ
74478,1700194080,1700228820,34740,65904,153194,TR,TR
74637,1699877400,1699907640,30240,130363,175100,TR,TR
14082,1698935220,1698940860,5640,134933,10030,GB,GB
130044,1698809100,1698812700,3600,92695,177460,GB,GB
196436,1698935520,1698939120,3600,101712,148787,GB,GB
81274,1698805440,1698833880,28440,62479,77875,BR,BR
169915,1699247880,1699270620,22740,107097,62049,PL,PL
93676,1699632180,1699665180,33000,132444,50153,MX,MX
67388,1700428020,1700437980,9960,148148,180366,EE,FI
63322,1700313120,1700345460,32340,135862,104772,TR,TR
183270,1699273500,1699305780,32280,122157,4307,TR,TR
190943,1699112520,1699124880,12360,94036,120827,RS,RS
141002,1699117140,1699148760,31620,163033,31639,TR,TR
24143,1699173540,1699177140,3600,145858,187009,NL,HR
55943,1699911060,1699916340,5280,67382,116924,GB,GB
165815,1699015620,1699050300,34680,124604,114497,TR,TR
98128,1698946080,1698953520,7440,90757,199710,AD,ES
28550,1699255800,1699288440,32640,138879,44066,TR,TR
168813,1700026800,1700056440,29640,136299,84539,TR,TR
85037,1698890460,1698949800,59340,121018,110107,UA,PL
173350,1700669160,1700687160,18000,64641,172199,FR,DE
42205,1698985320,1698991200,5880,20575,147465,NL,NL
108239,1700063160,1700082540,19380,193152,122053,FR,FR
163799,1699200600,1699205160,4560,91918,73965,GB,GB
45495,1699370160,1699408320,38160,41301,152437,MX,MX
133872,1699537380,1699569000,31620,192571,20248,BA,DE
159835,1698898380,1698932040,33660,51680,186729,TR,TR
199789,1699486200,1699489800,3600,51270,14362,NL,NL
116566,1699823220,1699854600,31380,44942,174824,TR,TR
141728,1699015860,1699019460,3600,150267,149119,GB,GB
145842,1699130700,1699144560,13860,178777,45369,CZ,CZ
163495,1699927800,1699958400,30600,29578,64495,TR,TR
143998,1699108020,1699130220,22200,108594,196264,MD,RO
19876,1699771380,1699803660,32280,4115,1981,TR,TR
167347,1700302800,1700336700,33900,167444,11175,TR,TR
36766,1700777640,1700795220,17580,104998,162818,US,US
70567,1699721340,1699724940,3600,145226,137685,GB,GB
55160,1699737420,1699770060,32640,4030,191138,TR,TR
24720,1700666220,1700683980,17760,119182,191377,US,US
175035,1699898580,1699933620,35040,102919,82125,TR,TR
197047,1699102080,1699136400,34320,43474,122031,MX,MX
64953,1700610480,1700638500,28020,63072,163489,PL,UA
129289,1699102620,1699137000,34380,158343,108680,TR,TR
149261,1699691880,1699709580,17700,41904,135554,US,US
199761,1699338660,1699354320,15660,106300,167446,US,US
164045,1700100480,1700117460,16980,159251,156059,FR,BE
77546,1698867180,1698900600,33420,134844,135243,TR,TR
72579,1700055540,1700068560,13020,41468,186851,US,US
187363,1699881540,1699902060,20520,42424,144424,LT,EE
65736,1699682340,1699700220,17880,131324,118752,FR,FR
173590,1699862520,1699893600,31080,45631,30513,TR,TR
113405,1700009340,1700023140,13800,138253,106700,IT,IT
89180,1699334640,1699363800,29160,189498,135088,TR,TR
143086,1700003940,1700008860,4920,62686,199508,GB,GB
141705,1700527320,1700563200,35880,5997,109570,TR,TR
102748,1698999060,1699035000,35940,182503,78229,TR,TR
125856,1699093620,1699129080,35460,198717,110215,TR,TR
118785,1698982320,1699007340,25020,72550,157643,PL,PL
84726,1699252740,1699285800,33060,73038,42261,TR,TR
39610,1699550820,1699563420,12600,85020,155886,CZ,PL
141068,1700578140,1700590080,11940,2717,29365,US,US
144234,1700423580,1700455140,31560,74314,88370,TR,TR
14193,1699057920,1699070460,12540,32891,122627,IT,IT
114442,1700602920,1700606520,3600,72675,7577,GB,GB
55595,1700797680,1700829720,32040,27968,15568,TR,TR
31958,1698909300,1698912900,3600,88849,31044,NL,NL
150702,1699696500,1699700100,3600,194499,60602,GB,GB
178095,1700606760,1700642160,35400,63811,44341,TR,TR
55389,1699177680,1699198320,20640,152522,74658,DK,DK
39205,1700416560,1700445540,28980,114019,168530,MK,RS
88371,1700253840,1700263680,9840,25903,101213,IT,IT
48035,1700698920,1700721420,22500,173832,195438,RO,RO
120883,1698966420,1698970020,3600,62659,12758,GB,GB
43372,1700344560,1700358300,13740,146930,16578,US,US
86164,1700282580,1700296200,13620,45858,177280,RS,DE
61108,1698835440,1698868140,32700,22954,174165,TR,TR
19949,1700647800,1700663940,16140,103755,145176,AT,DE
173489,1699816260,1699846080,29820,120114,98774,TR,TR
154010,1699440120,1699443720,3600,102684,177946,NL,FR
131587,1698995640,1699002960,7320,128393,31651,HR,SI
143493,1699294920,1699327140,32220,171354,127190,TR,TR
120924,1699393620,1699407420,13800,158950,9820,HR,HR
34946,1700561520,1700592900,31380,57373,31211,TR,TR
89402,1698881760,1698914580,32820,57777,37564,TR,TR
164796,1698917400,1698931920,14520,123607,47291,US,US
192398,1700688120,1700711820,23700,119812,179235,CH,DE
158259,1700278740,1700312220,33480,95373,91538,TR,TR
41005,1699602840,1699606440,3600,26148,93438,GB,GB
5081,1700825400,1700855040,29640,80608,142683,TR,TR
161485,1699968300,1700004060,35760,96095,62035,TR,TR
92993,1699179360,1699191720,12360,13210,123230,IT,IT
135055,1700391300,1700408640,17340,140009,57037,US,US
73108,1698957000,1698970800,13800,134703,116833,IT,IT
5657,1698903840,1698930780,26940,102454,94085,RO,RO
5307,1699440960,1699453560,12600,88923,129030,US,US
63701,1700412180,1700441700,29520,54998,187797,TR,TR
45811,1699325400,1699337940,12540,134882,190117,AT,SK
34089,1700834760,1700868660,33900,103417,180122,TR,TR
170784,1700826900,1700857860,30960,99791,68176,TR,TR
75738,1699293840,1699305780,11940,15961,101957,US,US
133618,1700181420,1700216880,35460,56483,94722,TR,TR
76418,1699460880,1699488660,27780,61317,82594,DE,DE
86793,1698877920,1698913140,35220,16457,31933,TR,TR
160146,1700621880,1700633760,11880,199581,94694,IT,IT
104398,1698951960,1698987900,35940,192448,155944,MX,MX
34520,1699397400,1699401900,4500,174690,20535,GB,GB
94945,1700286900,1700290500,3600,16101,100975,GB,GB
148309,1698959340,1698989640,30300,133395,37159,TR,TR
154546,1700415720,1700445000,29280,58469,119432,TR,TR
131474,1699991400,1700027520,36120,150119,90689,MX,MX
172872,1699920660,1699929600,8940,195470,154161,CL,CL
57291,1699312620,1699339020,26400,51098,58767,DE,AT
145142,1700809980,1700843940,33960,32749,1329,TR,TR
20839,1700773560,1700781600,8040,28534,77480,HR,HR
189768,1698797640,1698828720,31080,84841,54884,TR,TR
186930,1700081760,1700089320,7560,1692,38221,IT,IT
179368,1699593780,1699623420,29640,76960,36985,TR,TR
179613,1698968040,1698985860,17820,86641,45327,US,US
130779,1699997760,1700010660,12900,173691,8005,US,US
55690,1700232660,1700267640,34980,129337,184756,TR,TR
184350,1699855620,1699861020,5400,34467,50870,GB,GB
169324,1699299540,1699325880,26340,17682,132577,DE,AT
94171,1700361360,1700394360,33000,97416,105062,TR,TR
77875,1699716840,1699747860,31020,90877,169590,TR,TR
72219,1700149260,1700184960,35700,179432,43438,TR,TR
70879,1699318980,1699335300,16320,109846,21802,US,US
21912,1699773960,1699804920,30960,135090,182399,TR,TR
106337,1700110920,1700139780,28860,186716,182354,TR,TR
99409,1700696340,1700711220,14880,37860,59275,FR,FR
143771,1699519620,1699549560,29940,40141,1142,TR,TR
106480,1699740180,1699769760,29580,8507,157249,TR,TR
69270,1700610480,1700629860,19380,184804,76832,FR,CH
178883,1699853520,1699874580,21060,179943,125113,FR,FR
191034,1699898160,1699912980,14820,7048,42629,FR,FR
128585,1700494740,1700528460,33720,25094,159616,TR,TR
149506,1699529640,1699545480,15840,90137,37689,US,US
99763,1699886460,1699897560,11100,118791,128240,IT,IT
106854,1700228940,1700257800,28860,40386,139015,TR,TR
97920,1700812680,1700834460,21780,112196,122220,DE,RS
161152,1699436220,1699468860,32640,169665,28715,TR,TR
98844,1699194900,1699224480,29580,14196,133480,TR,TR
35079,1699666260,1699693500,27240,56000,35565,DE,IT
127309,1699515360,1699570020,54660,98727,65318,BG,DE
51907,1699254600,1699270260,15660,169148,159200,US,US
13807,1700660460,1700664420,3960,79392,172559,NL,NL
119526,1700456460,1700482440,25980,189381,71201,DE,IT
194894,1699012560,1699018560,6000,50385,148511,NL,NL
147547,1699691160,1699699800,8640,26195,18052,PT,PT
